,prompt,clip_inter
314,"low - fi analog photography. liminal space, submarine interior with aquarium. cheap tv film set. strange, nonsensical, unsettling, dreamlike, infinite. ","['a couple of orange balls sitting in front of a fish tank', ' under water deep sea laboratory', ' underwater home', ' inside an underwater train', ' at inside of a future submarine', ' aquarium', ' giant whale tank with legs', ' underwater ink env', ' scifi gadgets in a pond', ' humans hide in the underwater', ' incubator medpods', ' deep sea picture', ' underwater', ' scenic full shot', ' giant submarine']"
315,"a vibrant emotional animation key shot of cute dog, studio ghibli, pixar and disney animation, sharp, disney concept art watercolor illustration by shinji kimura and alphonse mucha and alena aenami, pastel color palette, bloom!!, dramatic lighting ","['a painting of a dog sitting on a tree stump', ' by Lois van Baarle', ' painting of cute dog', ' inspired by Lois van Baarle', ' official fanart', ' detailed fanart', ' anthropomorphic dog', ' fanart ”', ' fursona art', ' background art', ' by Aneurin Jones', ' beautiful painting of a tall', ' by Clément Serveau', ' by Muggur']"
316,"photo environement cyberpunk wood : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence ","['a city street with a train on the tracks', ' dirty cyberpunk city', ' cyberpunk blade runner art', ' cyberpunk dreamscape', ' dystopian cyberpunk city', ' hyper realistic cyberpunk city', ' cyberpunk city', ' cyberpunk city abandoned', ' paul lehr and beeple', ' dire cyberpunk city', ' cyberpunk apocalyptic city', ' bladerunner city landscape', ' digital concept art of dystopian', ' in a futuristic cyberpunk city']"
317,"hugo weaving as a 1 9 8 0 s marvel villain eldrad, volumetric dark natural light, dark enlightenment, alchemy, albedo, digital painting, by zdzislaw beksinski, jack kirby, tom lovell, alex malveda, greg staples ","['a purple vase with a green plant in it', ' mysterio', ' green lantern', ' the green lantern', ' textless', ' centered image', ' avatar image', ' large diffused glowing aura', ' colorized photon', ' illithid', ' artistic photo', ' warlock', ' inverse dark glowing power aura', ' the riddler', ' spooky photo', ' green doom guy', ' green goblin portrait', ' glowing dark aura']"
318,thanjavur painting of a highland cow and a hippopotamus. ,"['a painting of a bull with horns in a field', ' bull', ' an ox', ' inspired by Giuseppe Bernardino Bison', ' by Henri Rousseau', ' by Fernando Botero', ' inspired by Fernando Botero', ' by Victor Brauner', "" that resembles a bull\\'s"", ' buffalo', ' by Sándor Bortnyik', ' by Viktor de Jeney', ' by Giuseppe Bernardino Bison']"
319,a cannabis colas dispersing dank flavour into the wind a painting by rukowski ,"['a painting of a marijuana plant on a blue background', ' marijuana organic painting', ' ganja', ' marihuana', ' marijuana asymmetrical', ' nug pic', ' oil-on-canvas', ' personification of marijuana', ' oil on canvas high angle view', ' 420', ' 4 2 0', ' by Justus van Gent', ' buds', ' hyperdetailed oil painting', ' oil on the canvas']"
320,"biohazard portrait of gandalf, tesla coils!, as mad scientist in laboratory au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ","['a close up of a person with a beard', ' closeup character portrait', ' portrait of gandalf', ' hyperdetailed fantasy character', ' character portrait closeup', ' closeup portrait of an mage', ' high detail iconic character', ' dwarf with white hair', ' fantasy character portrait', ' ultra detailed portrait', ' gandalf (lotr', ' wojtek fus', ' hyperrealistic fantasy art', ' gandalf from lord of the rings']"
321,"a highly detailed matte painting of bloodborne kart, by studio ghibli, makoto shinkai, by artgerm, by wlop, by greg rutkowski, volumetric lighting, octane render, 4 k resolution, trending on artstation, masterpiece ","['a horse drawn carriage in front of a castle', ' bloodborne concept art', ' dark fantasy city', ' victorian steampunk mega city', ' victorian city', ' bloodborne art', ' inside an gothic dystopian', ' victorian steampunk city vista', ' ancient steampunk city', ' steampunk city on the background', ' an victorian city', ' dark fantasy concept art', ' steampunk city background', ' steampunk city', ' grimdark matte fantasy painting']"
322,"grumpy skeletons sitting in a bar, fantasy, concept art, artstation, disney, pixar, dreamworks, anime, tyler edlin, feng zhu, thomas karpi ","['three skeletons sitting at a table with beer', ' skeletons smoking cigars', ' pirates in a tavern', ' fantasy tavern background', ' background artwork', ' skeletons', ' all skeletons', ' tavern background', ' skulls and skeletons', ' skull bones', ' rendered art', ' skelleton', ' they sit next to a pile of bones', ' glowing bones', ' bar background', ' in the pub', ' in a pub', ' in fantasy tavern near fireplace']"
323,"portrait of beautiful cute tribal spirit white cat with tabby stripes, side profile view with long flowing fur and headdress of peacock feathers and flowers blowing in the wind, detailed painting, 4 k, magical realism ","['a white cat with colorful hair and blue eyes', ' colorful hd picure', ' portrait of a lisa frank', ' awesome cat', ' beautiful cat', ' very very beautiful furry art', ' beautiful gorgeous digital art', ' beautiful animal pearl queen', ' cat. digital painting', ' beautiful and colorful', ' cat detailed', ' beautiful digital art', ' digital art animal photo', ' gorgeous digital art', ' prideful look', ' by Lisa Frank']"
324,"symmetry!! a exquisite delicate hyperdetailed of chinese dragon,, intricate, elegant, masterpiece, 4 k hd illustrative wallpaper, viewed from afar, style of tom bagshaw, radiant light, minimalist, detailed and intricate environment, cedric peyravernay, peter mohrbacher, victo ngai, pinterest ","['a painting of a dragon flying through a cloudy sky', ' sea serpent', ' great mystical winged serpent', ' a dragon made of clouds', ' dragon in the sky', ' quetzalcoatl', ' cyan chinese dragon fantasy', ' lung dragon', ' digital painting of quetzalcoatl', ' fractal thunder dan mumford', ' leviathan', ' portrait of a sacred serpent', ' giant dragon flying in the sky']"
325,bismuth by m. c. escher. vibrant. ,"['a black and white drawing of a bunch of triangles', ' intricate futurism', ' phone wallpaper. intricate', ' pen and ink on paper', ' intricate abstract', ' intricate geometry', ' inspired by M.C. Escher', ' inspired by M. C. Escher', ' complex pattern', ' intricate lines', ' ultra detailed pen sketch', ' an abstract drawing', ' mc escher style', ' intricate triangular designs']"
326,"a renaissance portrait of dwayne johnson and mr. bean, art in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, ","['a painting of a man with a bald head', ' a portrait of dwayne johnson', ' portrait of dwayne johnson', ' face as of dwayne johnson', ' the rock', ' dwayne the rock johnson', ' dwayne johnson as samurai', ' dwayne johnson', ' dwayne johnson as god of war', ' renaissance digital painting', ' dwayne johnson as kratos', ' dwayne johnson as superman', ' will smith portrait', ' starring dwayne johnson']"
327,"a high fashion model studio stunning backlit portrait of frowning anime girl, painting by gaston bussiere, craig mullins, j. c. leyendecker ","['a painting of a woman with red hair', ' albert lynch', ' by Herbert James Gunn', ' liepke', ' herbert james draper', ' by Randolph Schwabe', ' by Delphin Enjolras', ' by Joseph Kleitsch', ' krenzcushart', ' malcolm liepke', ' malcom liepke', ' painting of a woman', ' very very roberto ferri', ' art nouveau portrait']"
328,"close up portrait of beautiful female supermodel wearing olive dress, hotography by amy leibowitz, wlop, jeremy lipkin, beeple, intricate, symmetrical front portrait, artgerm, ilya kuvshinov ","['a painting of a woman with long hair', ' smooth. digital painting', ' portrait dnd', ' realistic digital painting', ' digital fantasy portrait', ' portrait of an elf', ' fantasy concept art portrait', ' detailed matte fantasy portrait', ' fantasy genre portrait', ' gorgeous digital painting', ' fantasy portrait', ' photorealistic digital painting', ' fantasy art portrait', ' portrait of an elven warrior', ' a portrait of an elf']"
329,"a biomechanical dahlia flower, cybertronic, metallic ","['a close up of a pink flower on a stem', ' giant dahlia flower head', ' beautiful flower', ' chrysanthemum eos-1d', ' pink flower', ' dahlias', ' pink petals', ' closeup giant dahlia flower head', ' giant purple dahlia flower head', ' chrysanthemum', ' surrounded flower', ' flower', ' macro art', ' macro view', ' alien flower', ' detailed and soft']"
330,"an anthropomorphized block of tofu busting through a brick wall, cartoon style, inspired by the kool aid man ","['a man with a box on his head and a red balloon in the air', ' blocky', ' block head', ' promotional render', ' lego movie style', ' minecraft creeper in real life', ' lego style', ' cute 3 d render', ' octan render', ' art render', ' lego character', ' cereal mascot', ' blocktober', ' style of super meat boy', ' depicted as a 3 d render', ' 2 d render']"
331,"jaden smith closeup portrait, white and teal shirt, cinematic lighting, highly detailed, sharp focus, illustration, art by aleksi briclot, magali villeneuve, greg rutkowski, alfons mucha ","['a young man with dreadlocks stares into the camera', ' portrait willow smith', ' portrait of willow smith', ' high quality portrait', ' detailed character portrait', ' epic portrait illustration', ' portrait of ultra realistic', ' closeup character portrait', ' photorealistic digital painting', ' inspired by Xanthus Russell Smith', ' fan art', ' cartoon digital painting', ' character art portrait', ' hyperrealistic digital painting', ' painted character portrait']"
332,"school girl slipped in the school bathroom - dramatic cozy portrait poster by wlop and okuda genso. featured on pixiv, anime aesthetic. pixiv, warm aesthetic, rays of light, volumetric light, artstation, vanitas, official art, gothic, noise film photo. octane render, redshift render, ue 4 ","['a woman in a maid outfit standing in front of a book shelf', ' guweiz', ' artwork in the style of guweiz', ' hanayamata', ' (anime girl)', ' anime moe artstyle', ' zerochan art', ' guweiz masterpiece', ' anime wallaper', ' guweiz on pixiv artstation', ' made with anime painter studio', ' lolish']"
333,"portrait of serah farron cyberpunk magician in tai chi pose walking on water, long hair,, depressive color palette, rule of thirds, cinematic lighting, rainy weather, melancholy atmosphere, sharp focus, backlit, stunning, model agency, smooth, hard focus, full body shot, hyper realistic, cinematic ","['a woman with pink hair is standing in the rain', ' seductive cyberpunk dark fantasy', ' dark purple hair and cybernetics', ' pretty girl standing in the rain', ' beautiful cyberpunk woman model', ' in cyberpunk style', ' wearing cyberpunk leather jacket', ' grunge cyberpunk', ' raining portrait', ' cyberpunk girl', ' gothic - cyberpunk', ' wet look', ' sensual gloomy style', ' carnal ) wet', ' purple hair portrait of woman']"
334,"detailed science - fiction character portrait of a sloth skydiving, wild, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha ","['two sloths hanging upside down from a tree', ' anthropomorphic sloth', ' rob rey', ' by Brian Despain', ' wojtek fus', ' rob rey and kentarõ miura', ' rob rey and kentarõ miura style', ' beeple and tim hildebrandt', ' android jones and rhads', ' rhads!!!', ' jessica rossier and brian froud']"
