,prompt,clip_inter
171,"beautiful biarritz landscape, illustration, concept art, pixiv, art by wlop and greg rutkowski and makoto shinkai and studio ghibli and kyoto animation, vivid, colorful, cel - shaded, blackoutlines ","['a painting of two people standing on a cliff overlooking the ocean', ' ross tran. scenic background', ' concept art | rhads', ' by sylvain sarrailh', ' james gurney and andreas rocha', ' concept art wallpaper 4k', ' krenz cushart and artem demura', ' inspired by sylvain sarrailh', ' silvain sarrailh']"
172,"wide establishing shot fantasy scifi scene by martin deschambault of many soliders marching in formation on a bridge leading to a gigantic pyramid temple, aerial symmetrical view, very wide angle ","['a group of soldiers standing in front of a pyramid', ' invading army background', ' symmetrical epic fantasy art', ' by Artur Tarnowski', ' an army of evil', ' by Ludwik Konarzewski', ' pyramids', ' by Darek Zabrocki', ' ancient yet futuristic', ' 4 0 k', ' 40k', ' dramatic concept art', ' award winning concept artist']"
173,"paris coffee shop, photography by marc adamus, sunset, dramatic lighting, raining, clouds, beautiful ","['the eiffel tower is in the distance as people walk on the sidewalk', ' eiffel tower photography', ' street of paris photography', ' paris city', ' by Darek Zabrocki', ' paris', ' by Fabien Charuau', ' paris eiffel tower', ' by Daniel Gelon', ' beautiful photography', ' by Etienne Delessert', ' weather photography', ' cinematic paris', ' the city of paris', ' ominous beautiful mood']"
174,"a river in a colourful forest, very detailed, aesthetic, perfect lighting, perfect composition, cinema 4 d, octane render, 3 d, 4 k, by sammal 4 d ","['a stream running through a lush green forest', ' river in a forest', ' fantasy forest landscape at day', ' mystical forest lagoon', ' forest and river', ' magical forest backround', ' fantasy forest landscape', ' beautiful forest scenery', ' beautiful forest', ' fantasy forrest background', ' fantasy forest background', ' peaceful lushious forest', ' river in the wood', ' beautiful ancient forest', ' fantasy forest', ' vibrant water river']"
175,[ [ [ [ [ [ [ [ [ [ [ [ willem dafoe ] ] ] ] ] ] ] ] ] ] ] ] as ( ( ( ( the joker ) ) ) ). film still. screenshot. dark colors. the dark knight 2 0 0 8. directed by christopher nolan. extremely detailed. 4 k. ,"['a man dressed as the joker skateboards down a city street', ' still from the dark knight', ' film still of the joker', ' joker', ' the joker', ' the dark knight', ' willem dafoe as the joker', ' from joker (2019)', ' as the joker', ' perfect movie shot', ' cinematic shot!', ' gotham', ' ! movie scene', ' johnny depp as the joker']"
176,mads mikkelsen as luke skywalker in a lightsaber fight ,"['a man in a robe holding a cell phone', ' travis fimmel as a jedi master', ' mads mikkelsen', ' film still of luke skywalker', ' in a star wars sequel', ' luke skywalker', ' lucasfilm jesper ejsing', ' jedi master', ' jedi', ' full color still', ' dramatic sci-fi movie still', ' mads mikkelsen as a vampire']"
177,liminal amazon warehouse ,"['a large warehouse filled with lots of boxes', ' inside a warehouse', ' warehouses', ' in warehouse', ' warehouse', ' in a warehouse', ' where a large', ' full pallet image', ' inspect in inventory image', ' william warehouse', ' factory floor', ' racking focus', ' wideshot', ' stunning image', ' a wide full shot', ' tx', ' looking partly to the left', ' sk', ' lots of sunlight']"
178,symmetric intricate detailed fractal mandelbulb portrait marble head sculpture of millie bobby brown ,"[""a series of four images of a woman's head"", ' digital sculpture', ' baroque vaporwave statue', ' greek godness portrait sculpture', ' medusa head', ' medusa gorgon head', ' 3 d goddess portrait', ' highly detailed sculpture', ' 3 d sculpt', ' 3d sculpt', ' too detailed sculpture', ' digital sculpting', ' zbrush art', ' detailed digital 3d art', ' beautiful female gorgon']"
179,"happy anime girl reading bronze age mindset, highly detailed ","['a comic strip with a woman reading a book', ' colored manga panel', ' rukis. comic book style', ' color manga panel', ' manga comic', ' missing panels', ' coloured comic', ' colored manga', ' manga panel', ' color comic', ' color spread', ' coloured manga scan', ' doujin', ' manga panels', ' in pokemon comic', ' in japanese anime style', ' comic page', ' (sfw) safe for work']"
180,a wide shot angle of a tumultuous landscape [ made of multiversal portals ]!! trending on artstation rutkowski artgerm winkelmann wlop mucha beksinski artstation hd intricate cgsociety contest winner 3 2 k lively multiversal extraterrestrial sci - fi fantasy dark fantasy sci - fi art ,"['a painting of a mountain with a castle on top of it', ' jessica rossier fantasy art', ' inspired by jessica rossier', ' by jessica rossier', ' an alien landscape', ' stefan koidl inspired', ' an alien landscape view', ' jessica rossier color scheme', ' amazing alien landscape', ' sci-fi digital painting', ' stunning alien landscape', ' mystical sci-fi concept art', ' scifi landscape']"
181,"attractive female mage with a plague doctor mask, attractive, shrapnel like jagged spikes running from one arm to the other, 9 5 % right arm mechanical, character concept art, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","['a painting of a woman in a witch costume', ' mechanized witch girl', ' evil sorceress witch', ' dark robed witch', ' dark witch character', ' evil sorceress', ' supervillain sorceress witch', ' dark witch', ' classical witch', ' dark fantasy female magician', ' sorceress', ' dark sorceress', ' fashionable dark witch', ' necromancer sorceress']"
182,"portrait of a terrified and frightened beautiful young woman with big crimson blood splotches on her face. curled in a corner weeping terror, in a castle corridor. wearing a magnificent intricate emerald necklace. long brown hair. 4 k low angle photograph, lens focused on necklace, clear image, detailed eyes ","['a woman with blood all over her face', ' scary vampire', ' beautiful zombie', ' horror photo', ' female vampire', ' woman vampire', ' beautiful scary female vampire', ' vampire portrait', ' vampire', ' hauntingly beautiful zombie', ' scary look', ' evil zombie', ' with fangs', ' scary portrait', ' portrait of evil girl', ' horror rotten teeth', ' toothless horror macabre face', ' zombie face']"
183,"heavilly armored dwarven woman, intricate braided hair, thick plate mail, big nose, short and plump figure, soft lighting, cinematic, proud and strong woman, sharp focus, highly detailed, smooth, dnd, lotr, dragon age, masterwork illustration by jeff easley, blue rimlights ","['a woman in a red cape sitting on a couch', ' fully clothed. painting of sexy', ' sexy painting of gal gadot', ' cloaked woman', ' [ 4 k digital art', ' with cape', ' portrait of wonder woman', ' full body portrait of jean grey', ' blue cloak', ' low detailed. digital painting', ' heavy jpeg artifact blurry', ' power girl', ' giantess art']"
184,"a man with a golden cage around his head, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","['a man in a golden outfit with a golden light on his head', ' peter mohrbacher donato giancola', ' peter mohrbacher style', ' tuomas korpi and wlop', ' style of peter mohrbacher', ' craig mullins alphonse mucha', ' peter mohrbacher highly detailed', ' peter mohrbacher c 2 0', ' peter mohrbacher and takayuk']"
185,"old trafford, palm tree ","['a palm tree in front of a soccer stadium', ' stadium landscape', ' the palms come from the ground', ' view from the ground', ' stadium setting', ' shot in wide angle', ' ground view', ' view from ground', ' high quality image”', ' palm lines', ' shot on a 9.8mm wide angle lens', ' stadium', ' art deco stadium', ' red atmosphere', ' wide angle photography']"
186,"a small grassland nestled in the hollow of a tree, studio lighting, golden ratio, details, masterpiece, fine art, intricate, decadent, ornate, highly detailed, digital painting, octane render, ray tracing reflections, 8 k, artstation, concept art, smooth, sharp focus, illustration, art by claude monet and vincent van gogh and van eyck ","['a lone tree in a grassy field at sunset', ' fantasy tree', ' detailed painting 4 k', ' inspired by Igor Kieryluk', ' golden sacred tree', ' inspired by Gediminas Pranckevicius', ' 4k hd matte digital painting', ' beautiful art uhd 4 k', ' 4k highly detailed digital art', ' by Gediminas Pranckevicius']"
187,"2 d character design, music group, vector art, digital art, portrait, 4 k, 8 k, sharp focus, smooth, illustration, concept art, jazz band ","['a group of people playing musical instruments', ' very stylized', ' flat illustration', ' animation illustrative style', ' musicians', ' stylised flat colors', ' band playing instruments', ' musicians playing instruments', ' orchestra', ' in the style saul bass', ' band playing', ' cartoonish and simplistic', ' stylized digital illustration', ' very coherent stylized artwork', ' brittney lee', ' in style of james gilleard']"
188,"raining in a city with a lot of people in it, by john martin an ultrafine detailed matte painting, neoclassicism, apocalypse art, apocalypse landscape, hellish background ","['a painting of a man standing on a bridge', ' atmospheric scene', ' by John Martin', ' john martin landscape', ' lee madgwick and hubert robert', ' romanticism landscape painting', ' inspired by John Martin', ' atmospheric painting', ' romanticism painting', ' thomas cole and gustave dore', ' apocalyptic scene', ' inspired by Hubert Robert', ' by Hubert Robert', ' atmospheric artwork', ' frederic thomas cole', "" gustave dore\\' background""]"
189,blade runner movie still in kiev in winter by denis villeneuve tom anders zorn hans dragan bibin thoma greg rutkowski ismail inceoglu alphonse mucha blue color scheme ,"['a group of people walking down a street in the rain', ' james gurney and andreas rocha', ' by Jean Béraud', ' inspired by Grzegorz Domaradzki', ' paul lehr and beeple', ' andreas rocha and john howe', ' inspired by Jean Béraud', ' stefan koidl inspired', ' by Aleksander Gine']"
190,the moon as a lightbulb being unscrewed by someones hand ,"['a hand holding a light bulb in front of a moon', ' two moons lighting', ' moon ligth', ' surreal tears from the moon', ' moon lighting', ' refracted moon sparkles', ' moon light', ' lights on', ' focus on the moon', ' moonlight lighting', ' moon glow', ' to the moon', ' moon crash into earth', ' bright light masterpiece', ' two pure moons', ' in the moon', ' moonlit lighting']"
191,"textless logo. a first punches the planet earth. logo design. graphic design. clean lines, solid colours. textless ","['a set of four different colored circular logos', ' some green and purple', ' in the style of john baldessari', ' circle forms', ' evangelion style eyes', ' purple and blue and green colors', ' inverted colors', ' blue and purple and green', ' 4 colors!!!', ' eldritch color scheme', ' lens orbs', ' inverted color scheme', ' brand colours are green and blue']"
